Flight Number,Origin City,Destination City,Departure Date,Arrival Date,Total Duration,Stops,Airline,Airline,Price,Review
FL-428,Mumbai,Jamnagar,2024-01-18 19:00,2024-01-18 19:00,5h 56m,0,AI,Air India Limited,8665,Excellent
FL-429,Mumbai,Lucknow,2024-01-18 20:00,2024-01-18 20:00,5h 51m,0,AI,Air India Limited,6079,Excellent
FL-430,Mumbai,Madras,2024-01-18 21:00,2024-01-18 21:00,3h 26m,0,AI,Air India Limited,12101,Good
FL-431,Mumbai,Nagpur,2024-01-18 22:00,2024-01-18 22:00,5h 27m,0,AI,Air India Limited,3745,Excellent
FL-432,Mumbai,Rajkot,2024-01-18 23:00,2024-01-18 23:00,3h 3m,0,AI,Air India Limited,11492,Good
FL-433,Mumbai,Raipur,2024-01-19 00:00,2024-01-19 00:00,3h 49m,0,AI,Air India Limited,14433,Excellent
FL-434,Mumbai,Trivandrum,2024-01-19 01:00,2024-01-19 01:00,1h 36m,0,AI,Air India Limited,9697,Excellent
FL-435,Mumbai,Udaipur,2024-01-19 02:00,2024-01-19 02:00,3h 0m,0,AI,Air India Limited,13446,Excellent
FL-436,Mumbai,Varanasi,2024-01-19 03:00,2024-01-19 03:00,3h 57m,0,AI,Air India Limited,11211,Excellent
FL-437,Calicut,Coimbatore,2024-01-19 04:00,2024-01-19 04:00,2h 31m,0,AI,Air India Limited,6704,Excellent
FL-438,Calicut,Kochi,2024-01-19 05:00,2024-01-19 05:00,2h 32m,0,AI,Air India Limited,4483,Excellent
FL-439,Kolkata,Aizwal,2024-01-19 06:00,2024-01-19 06:00,3h 32m,0,AI,Air India Limited,10057,Good
FL-440,Kolkata,Bangalore,2024-01-19 07:00,2024-01-19 07:00,5h 10m,0,AI,Air India Limited,12722,Excellent
FL-441,Kolkata,Mumbai,2024-01-19 08:00,2024-01-19 08:00,4h 30m,0,AI,Air India Limited,12809,Good
FL-442,Kolkata,Delhi,2024-01-19 09:00,2024-01-19 09:00,4h 54m,0,AI,Air India Limited,8665,Excellent
FL-443,Kolkata,Mohanbari,2024-01-19 10:00,2024-01-19 10:00,1h 5m,0,AI,Air India Limited,6448,Good
FL-444,Kolkata,Dimapur,2024-01-19 11:00,2024-01-19 11:00,1h 13m,0,AI,Air India Limited,12525,Good
FL-445,Kolkata,Guwahati,2024-01-19 12:00,2024-01-19 12:00,5h 34m,0,AI,Air India Limited,7533,Excellent
FL-446,Kolkata,Hyderabad,2024-01-19 13:00,2024-01-19 13:00,4h 30m,0,AI,Air India Limited,4442,Good
FL-447,Kolkata,Imphal,2024-01-19 14:00,2024-01-19 14:00,4h 27m,0,AI,Air India Limited,6311,Excellent
FL-448,Kolkata,Agartala,2024-01-19 15:00,2024-01-19 15:00,3h 3m,0,AI,Air India Limited,7354,Good
FL-449,Kolkata,Baghdogra,2024-01-19 16:00,2024-01-19 16:00,2h 49m,0,AI,Air India Limited,7292,Excellent
FL-450,Kolkata,Silchar,2024-01-19 17:00,2024-01-19 17:00,3h 30m,0,AI,Air India Limited,3930,Excellent
FL-451,Kolkata,Port Blair,2024-01-19 18:00,2024-01-19 18:00,4h 56m,0,AI,Air India Limited,7887,Good
FL-452,Kolkata,Madras,2024-01-19 19:00,2024-01-19 19:00,2h 52m,0,AI,Air India Limited,11937,Good
FL-453,Kolkata,Shillong,2024-01-19 20:00,2024-01-19 20:00,1h 15m,0,AI,Air India Limited,11969,Good
FL-454,Coimbatore,Mumbai,2024-01-19 21:00,2024-01-19 21:00,5h 34m,0,AI,Air India Limited,9806,Good
FL-455,Coimbatore,Calicut,2024-01-19 22:00,2024-01-19 22:00,2h 3m,0,AI,Air India Limited,7961,Excellent
FL-456,Kochi,Agatti Island,2024-01-19 23:00,2024-01-19 23:00,2h 13m,0,AI,Air India Limited,12886,Good
FL-457,Kochi,Bangalore,2024-01-20 00:00,2024-01-20 00:00,4h 12m,0,AI,Air India Limited,9308,Excellent
FL-458,Kochi,Mumbai,2024-01-20 01:00,2024-01-20 01:00,2h 26m,0,AI,Air India Limited,11095,Good
FL-459,Kochi,Calicut,2024-01-20 02:00,2024-01-20 02:00,3h 41m,0,AI,Air India Limited,7920,Excellent
FL-460,Kochi,Delhi,2024-01-20 03:00,2024-01-20 03:00,4h 42m,0,AI,Air India Limited,5900,Excellent
FL-461,Kochi,Madras,2024-01-20 04:00,2024-01-20 04:00,2h 38m,0,AI,Air India Limited,7102,Excellent
FL-462,Kochi,Trivandrum,2024-01-20 05:00,2024-01-20 05:00,2h 21m,0,AI,Air India Limited,8470,Excellent
FL-463,Dehra Dun,Delhi,2024-01-20 06:00,2024-01-20 06:00,2h 37m,0,AI,Air India Limited,6839,Good
FL-464,Dehra Dun,Lucknow,2024-01-20 07:00,2024-01-20 07:00,2h 33m,0,AI,Air India Limited,9269,Good
FL-465,Delhi,Ahmedabad,2024-01-20 08:00,2024-01-20 08:00,1h 36m,0,AI,Air India Limited,14014,Good
FL-466,Delhi,Amritsar,2024-01-20 09:00,2024-01-20 09:00,4h 9m,0,AI,Air India Limited,4372,Excellent
FL-467,Delhi,Bhubaneswar,2024-01-20 10:00,2024-01-20 10:00,4h 1m,0,AI,Air India Limited,9856,Good
FL-468,Delhi,Baroda,2024-01-20 11:00,2024-01-20 11:00,1h 21m,0,AI,Air India Limited,9655,Good
FL-469,Delhi,Bhopal,2024-01-20 12:00,2024-01-20 12:00,4h 9m,0,AI,Air India Limited,13430,Excellent
FL-470,Delhi,Bangalore,2024-01-20 13:00,2024-01-20 13:00,5h 41m,0,AI,Air India Limited,10689,Good
FL-471,Delhi,Mumbai,2024-01-20 14:00,2024-01-20 14:00,3h 3m,0,AI,Air India Limited,6624,Excellent
FL-472,Delhi,Kolkata,2024-01-20 15:00,2024-01-20 15:00,2h 42m,0,AI,Air India Limited,13318,Good
FL-473,Delhi,Kochi,2024-01-20 16:00,2024-01-20 16:00,3h 4m,0,AI,Air India Limited,12793,Excellent
FL-474,Delhi,Dehra Dun,2024-01-20 17:00,2024-01-20 17:00,4h 24m,0,AI,Air India Limited,11688,Good
FL-475,Delhi,Kangra,2024-01-20 18:00,2024-01-20 18:00,4h 17m,0,AI,Air India Limited,6004,Excellent
FL-476,Delhi,Guwahati,2024-01-20 19:00,2024-01-20 19:00,5h 21m,0,AI,Air India Limited,14773,Excellent
FL-477,Delhi,Hyderabad,2024-01-20 20:00,2024-01-20 20:00,5h 11m,0,AI,Air India Limited,13129,Excellent
FL-478,Delhi,Indore,2024-01-20 21:00,2024-01-20 21:00,2h 48m,0,AI,Air India Limited,3169,Good
FL-479,Delhi,Baghdogra,2024-01-20 22:00,2024-01-20 22:00,3h 14m,0,AI,Air India Limited,12780,Good
FL-480,Delhi,Chandigarh,2024-01-20 23:00,2024-01-20 23:00,2h 13m,0,AI,Air India Limited,14876,Excellent
FL-481,Delhi,Allahabad,2024-01-21 00:00,2024-01-21 00:00,5h 39m,0,AI,Air India Limited,9258,Excellent
FL-482,Delhi,Jammu,2024-01-21 01:00,2024-01-21 01:00,5h 50m,0,AI,Air India Limited,9039,Excellent
FL-483,Delhi,Leh,2024-01-21 02:00,2024-01-21 02:00,5h 38m,0,AI,Air India Limited,4317,Good
FL-484,Delhi,Ranchi,2024-01-21 03:00,2024-01-21 03:00,1h 33m,0,AI,Air India Limited,13465,Excellent
FL-485,Delhi,Aurangabad,2024-01-21 04:00,2024-01-21 04:00,2h 4m,0,AI,Air India Limited,12790,Excellent
FL-486,Delhi,Jaipur,2024-01-21 05:00,2024-01-21 05:00,3h 53m,0,AI,Air India Limited,4977,Good
FL-487,Delhi,Jodhpur,2024-01-21 06:00,2024-01-21 06:00,4h 28m,0,AI,Air India Limited,10377,Excellent
FL-488,Delhi,Jabalpur,2024-01-21 07:00,2024-01-21 07:00,4h 10m,0,AI,Air India Limited,14240,Good
FL-489,Delhi,Kanpur,2024-01-21 08:00,2024-01-21 08:00,2h 42m,0,AI,Air India Limited,7166,Excellent
FL-490,Delhi,Kulu,2024-01-21 09:00,2024-01-21 09:00,3h 55m,0,AI,Air India Limited,12518,Excellent
FL-491,Delhi,Lucknow,2024-01-21 10:00,2024-01-21 10:00,3h 3m,0,AI,Air India Limited,3681,Excellent
FL-492,Delhi,Ludhiaha,2024-01-21 11:00,2024-01-21 11:00,4h 29m,0,AI,Air India Limited,14091,Excellent
FL-493,Delhi,Madras,2024-01-21 12:00,2024-01-21 12:00,3h 46m,0,AI,Air India Limited,8299,Excellent
FL-494,Delhi,Nagpur,2024-01-21 13:00,2024-01-21 13:00,2h 29m,0,AI,Air India Limited,14138,Excellent
FL-495,Delhi,Patina,2024-01-21 14:00,2024-01-21 14:00,3h 12m,0,AI,Air India Limited,11172,Excellent
FL-496,Delhi,Pune,2024-01-21 15:00,2024-01-21 15:00,1h 19m,0,AI,Air India Limited,9585,Good
FL-497,Delhi,Surat,2024-01-21 16:00,2024-01-21 16:00,3h 17m,0,AI,Air India Limited,5460,Excellent
FL-498,Delhi,Srinagar,2024-01-21 17:00,2024-01-21 17:00,3h 48m,0,AI,Air India Limited,8948,Good
FL-499,Delhi,Udaipur,2024-01-21 18:00,2024-01-21 18:00,3h 50m,0,AI,Air India Limited,13250,Good
FL-500,Delhi,Varanasi,2024-01-21 19:00,2024-01-21 19:00,5h 22m,0,AI,Air India Limited,14814,Good
FL-501,Delhi,Vishakhapatnam,2024-01-21 20:00,2024-01-21 20:00,5h 16m,0,AI,Air India Limited,11119,Excellent
FL-502,Kangra,Delhi,2024-01-21 21:00,2024-01-21 21:00,2h 52m,0,AI,Air India Limited,10865,Excellent
FL-503,Mohanbari,Kolkata,2024-01-21 22:00,2024-01-21 22:00,4h 32m,0,AI,Air India Limited,13920,Good
FL-504,Mohanbari,Dimapur,2024-01-21 23:00,2024-01-21 23:00,3h 3m,0,AI,Air India Limited,12065,Good
FL-505,Dimapur,Kolkata,2024-01-22 00:00,2024-01-22 00:00,3h 13m,0,AI,Air India Limited,6057,Excellent
FL-506,Dimapur,Mohanbari,2024-01-22 01:00,2024-01-22 01:00,4h 12m,0,AI,Air India Limited,5704,Excellent
FL-507,Guwahati,Kolkata,2024-01-22 02:00,2024-01-22 02:00,1h 30m,0,AI,Air India Limited,3895,Good
FL-508,Guwahati,Delhi,2024-01-22 03:00,2024-01-22 03:00,1h 0m,0,AI,Air India Limited,12274,Excellent
FL-509,Guwahati,Imphal,2024-01-22 04:00,2024-01-22 04:00,3h 46m,0,AI,Air India Limited,6212,Good
FL-510,Guwahati,Silchar,2024-01-22 05:00,2024-01-22 05:00,3h 9m,0,AI,Air India Limited,13958,Excellent
FL-511,Goa,Bangalore,2024-01-22 06:00,2024-01-22 06:00,5h 16m,0,AI,Air India Limited,13653,Excellent
FL-512,Goa,Mumbai,2024-01-22 07:00,2024-01-22 07:00,3h 21m,0,AI,Air India Limited,3672,Good
FL-513,Goa,Madras,2024-01-22 08:00,2024-01-22 08:00,2h 21m,0,AI,Air India Limited,13496,Good
FL-514,Goa,Pune,2024-01-22 09:00,2024-01-22 09:00,5h 10m,0,AI,Air India Limited,9408,Excellent
FL-515,Gwalior,Mumbai,2024-01-22 10:00,2024-01-22 10:00,3h 4m,0,AI,Air India Limited,7364,Excellent
FL-516,Khajuraho,Varanasi,2024-01-22 11:00,2024-01-22 11:00,4h 26m,0,AI,Air India Limited,13898,Good
FL-517,Hyderabad,Ahmedabad,2024-01-22 12:00,2024-01-22 12:00,5h 57m,0,AI,Air India Limited,12492,Good
FL-518,Hyderabad,Bangalore,2024-01-22 13:00,2024-01-22 13:00,2h 5m,0,AI,Air India Limited,4260,Excellent
FL-519,Hyderabad,Mumbai,2024-01-22 14:00,2024-01-22 14:00,2h 10m,0,AI,Air India Limited,14553,Excellent
FL-520,Hyderabad,Kolkata,2024-01-22 15:00,2024-01-22 15:00,1h 55m,0,AI,Air India Limited,11157,Excellent
FL-521,Hyderabad,Delhi,2024-01-22 16:00,2024-01-22 16:00,4h 47m,0,AI,Air India Limited,9107,Good
FL-522,Hyderabad,Madras,2024-01-22 17:00,2024-01-22 17:00,5h 38m,0,AI,Air India Limited,9212,Good
FL-523,Hyderabad,Pune,2024-01-22 18:00,2024-01-22 18:00,4h 59m,0,AI,Air India Limited,12778,Good
FL-524,Hyderabad,Tirupeti,2024-01-22 19:00,2024-01-22 19:00,1h 59m,0,AI,Air India Limited,4911,Excellent
FL-525,Hyderabad,Vijayawada,2024-01-22 20:00,2024-01-22 20:00,3h 9m,0,AI,Air India Limited,11355,Excellent
FL-526,Hyderabad,Vishakhapatnam,2024-01-22 21:00,2024-01-22 21:00,1h 38m,0,AI,Air India Limited,12719,Good
FL-527,Indore,Mumbai,2024-01-22 22:00,2024-01-22 22:00,5h 24m,0,AI,Air India Limited,10968,Good
FL-528,Indore,Delhi,2024-01-22 23:00,2024-01-22 23:00,1h 43m,0,AI,Air India Limited,6421,Good
FL-529,Imphal,Aizwal,2024-01-23 00:00,2024-01-23 00:00,2h 45m,0,AI,Air India Limited,6146,Excellent
FL-530,Imphal,Kolkata,2024-01-23 01:00,2024-01-23 01:00,5h 46m,0,AI,Air India Limited,6795,Good
FL-531,Imphal,Guwahati,2024-01-23 02:00,2024-01-23 02:00,3h 45m,0,AI,Air India Limited,14939,Excellent
FL-532,Imphal,Silchar,2024-01-23 03:00,2024-01-23 03:00,5h 32m,0,AI,Air India Limited,10406,Good
FL-533,Agartala,Kolkata,2024-01-23 04:00,2024-01-23 04:00,4h 48m,0,AI,Air India Limited,8440,Excellent
FL-534,Baghdogra,Kolkata,2024-01-23 05:00,2024-01-23 05:00,5h 4m,0,AI,Air India Limited,5755,Excellent
FL-535,Baghdogra,Delhi,2024-01-23 06:00,2024-01-23 06:00,2h 2m,0,AI,Air India Limited,11377,Excellent
FL-536,Chandigarh,Delhi,2024-01-23 07:00,2024-01-23 07:00,3h 1m,0,AI,Air India Limited,9257,Excellent
FL-537,Allahabad,Mumbai,2024-01-23 08:00,2024-01-23 08:00,5h 26m,0,AI,Air India Limited,4545,Excellent
FL-538,Allahabad,Delhi,2024-01-23 09:00,2024-01-23 09:00,4h 12m,0,AI,Air India Limited,6076,Good
FL-539,Mangalore,Bangalore,2024-01-23 10:00,2024-01-23 10:00,1h 57m,0,AI,Air India Limited,4498,Excellent
FL-540,Mangalore,Mumbai,2024-01-23 11:00,2024-01-23 11:00,2h 31m,0,AI,Air India Limited,7866,Good
FL-541,Jammu,Delhi,2024-01-23 12:00,2024-01-23 12:00,4h 28m,0,AI,Air India Limited,5366,Excellent
FL-542,Jammu,Leh,2024-01-23 13:00,2024-01-23 13:00,4h 16m,0,AI,Air India Limited,5675,Good
FL-543,Jammu,Srinagar,2024-01-23 14:00,2024-01-23 14:00,5h 28m,0,AI,Air India Limited,12918,Good
FL-544,Leh,Delhi,2024-01-23 15:00,2024-01-23 15:00,2h 25m,0,AI,Air India Limited,14446,Good
FL-545,Leh,Jammu,2024-01-23 16:00,2024-01-23 16:00,4h 42m,0,AI,Air India Limited,6682,Good
FL-546,Leh,Srinagar,2024-01-23 17:00,2024-01-23 17:00,3h 29m,0,AI,Air India Limited,14732,Excellent
FL-547,Madurai,Madras,2024-01-23 18:00,2024-01-23 18:00,2h 7m,0,AI,Air India Limited,12349,Excellent
FL-548,Ranchi,Delhi,2024-01-23 19:00,2024-01-23 19:00,3h 10m,0,AI,Air India Limited,6815,Good
FL-549,Silchar,Kolkata,2024-01-23 20:00,2024-01-23 20:00,5h 37m,0,AI,Air India Limited,13580,Excellent
FL-550,Silchar,Guwahati,2024-01-23 21:00,2024-01-23 21:00,5h 3m,0,AI,Air India Limited,5492,Good
FL-551,Silchar,Imphal,2024-01-23 22:00,2024-01-23 22:00,3h 53m,0,AI,Air India Limited,14569,Good
FL-552,Aurangabad,Mumbai,2024-01-23 23:00,2024-01-23 23:00,4h 55m,0,AI,Air India Limited,5447,Good
FL-553,Aurangabad,Delhi,2024-01-24 00:00,2024-01-24 00:00,5h 33m,0,AI,Air India Limited,12320,Excellent
FL-554,Port Blair,Kolkata,2024-01-24 01:00,2024-01-24 01:00,2h 35m,0,AI,Air India Limited,13313,Excellent
FL-555,Port Blair,Delhi,2024-01-24 02:00,2024-01-24 02:00,5h 50m,0,AI,Air India Limited,11443,Excellent
FL-556,Port Blair,Madras,2024-01-24 03:00,2024-01-24 03:00,1h 15m,0,AI,Air India Limited,6055,Excellent
FL-557,Jaipur,Mumbai,2024-01-24 04:00,2024-01-24 04:00,5h 11m,0,AI,Air India Limited,13240,Good
FL-558,Jaipur,Delhi,2024-01-24 05:00,2024-01-24 05:00,5h 20m,0,AI,Air India Limited,5142,Excellent
FL-559,Jodhpur,Mumbai,2024-01-24 06:00,2024-01-24 06:00,5h 59m,0,AI,Air India Limited,3080,Excellent
FL-560,Jodhpur,Delhi,2024-01-24 07:00,2024-01-24 07:00,1h 29m,0,AI,Air India Limited,13470,Excellent
FL-561,Jamnagar,Mumbai,2024-01-24 08:00,2024-01-24 08:00,5h 37m,0,AI,Air India Limited,10178,Good
FL-562,Jabalpur,Delhi,2024-01-24 09:00,2024-01-24 09:00,3h 9m,0,AI,Air India Limited,6008,Excellent
FL-563,Kanpur,Delhi,2024-01-24 10:00,2024-01-24 10:00,3h 3m,0,AI,Air India Limited,12984,Excellent
FL-564,Kulu,Delhi,2024-01-24 11:00,2024-01-24 11:00,2h 9m,0,AI,Air India Limited,10801,Good
FL-565,Lucknow,Mumbai,2024-01-24 12:00,2024-01-24 12:00,2h 2m,0,AI,Air India Limited,6739,Good
FL-566,Lucknow,Dehra Dun,2024-01-24 13:00,2024-01-24 13:00,5h 33m,0,AI,Air India Limited,12063,Excellent
FL-567,Lucknow,Delhi,2024-01-24 14:00,2024-01-24 14:00,1h 49m,0,AI,Air India Limited,10505,Excellent
FL-568,Ludhiaha,Delhi,2024-01-24 15:00,2024-01-24 15:00,3h 46m,0,AI,Air India Limited,9045,Excellent
FL-569,Madras,Bangalore,2024-01-24 16:00,2024-01-24 16:00,3h 19m,0,AI,Air India Limited,4217,Good
FL-570,Madras,Mumbai,2024-01-24 17:00,2024-01-24 17:00,5h 4m,0,AI,Air India Limited,12978,Good
FL-571,Madras,Kolkata,2024-01-24 18:00,2024-01-24 18:00,1h 55m,0,AI,Air India Limited,12788,Good
FL-572,Madras,Kochi,2024-01-24 19:00,2024-01-24 19:00,5h 12m,0,AI,Air India Limited,8867,Excellent
FL-573,Madras,Delhi,2024-01-24 20:00,2024-01-24 20:00,5h 52m,0,AI,Air India Limited,9195,Good
FL-574,Madras,Goa,2024-01-24 21:00,2024-01-24 21:00,1h 26m,0,AI,Air India Limited,9248,Excellent
FL-575,Madras,Hyderabad,2024-01-24 22:00,2024-01-24 22:00,2h 4m,0,AI,Air India Limited,8962,Excellent
FL-576,Madras,Madurai,2024-01-24 23:00,2024-01-24 23:00,1h 37m,0,AI,Air India Limited,6874,Excellent
FL-577,Madras,Port Blair,2024-01-25 00:00,2024-01-25 00:00,2h 44m,0,AI,Air India Limited,9785,Good
FL-578,Madras,Trivandrum,2024-01-25 01:00,2024-01-25 01:00,3h 3m,0,AI,Air India Limited,12291,Good
FL-579,Nagpur,Mumbai,2024-01-25 02:00,2024-01-25 02:00,4h 27m,0,AI,Air India Limited,3025,Good
FL-580,Nagpur,Raipur,2024-01-25 03:00,2024-01-25 03:00,4h 26m,0,AI,Air India Limited,4540,Excellent
FL-581,Patina,Delhi,2024-01-25 04:00,2024-01-25 04:00,3h 28m,0,AI,Air India Limited,10953,Excellent
FL-582,Pune,Delhi,2024-01-25 05:00,2024-01-25 05:00,4h 19m,0,AI,Air India Limited,6558,Good
FL-583,Pune,Goa,2024-01-25 06:00,2024-01-25 06:00,3h 0m,0,AI,Air India Limited,14607,Excellent
FL-584,Pune,Hyderabad,2024-01-25 07:00,2024-01-25 07:00,4h 4m,0,AI,Air India Limited,9664,Excellent
FL-585,Rajkot,Mumbai,2024-01-25 08:00,2024-01-25 08:00,5h 43m,0,AI,Air India Limited,11867,Good
FL-586,Raipur,Delhi,2024-01-25 09:00,2024-01-25 09:00,3h 56m,0,AI,Air India Limited,3220,Good
FL-587,Raipur,Vishakhapatnam,2024-01-25 10:00,2024-01-25 10:00,2h 0m,0,AI,Air India Limited,10030,Excellent
FL-588,Shillong,Kolkata,2024-01-25 11:00,2024-01-25 11:00,3h 23m,0,AI,Air India Limited,3433,Excellent
FL-589,Surat,Delhi,2024-01-25 12:00,2024-01-25 12:00,5h 58m,0,AI,Air India Limited,4788,Excellent
FL-590,Srinagar,Delhi,2024-01-25 13:00,2024-01-25 13:00,2h 16m,0,AI,Air India Limited,5593,Good
FL-591,Srinagar,Jammu,2024-01-25 14:00,2024-01-25 14:00,5h 6m,0,AI,Air India Limited,9118,Excellent
FL-592,Srinagar,Leh,2024-01-25 15:00,2024-01-25 15:00,3h 58m,0,AI,Air India Limited,10254,Good
FL-593,Tirupeti,Hyderabad,2024-01-25 16:00,2024-01-25 16:00,3h 24m,0,AI,Air India Limited,14104,Excellent
FL-594,Trivandrum,Bangalore,2024-01-25 17:00,2024-01-25 17:00,4h 45m,0,AI,Air India Limited,8259,Good
FL-595,Trivandrum,Mumbai,2024-01-25 18:00,2024-01-25 18:00,2h 55m,0,AI,Air India Limited,11872,Excellent
FL-596,Trivandrum,Kochi,2024-01-25 19:00,2024-01-25 19:00,1h 30m,0,AI,Air India Limited,9568,Good
FL-597,Trivandrum,Madras,2024-01-25 20:00,2024-01-25 20:00,1h 27m,0,AI,Air India Limited,5085,Excellent
FL-598,Udaipur,Mumbai,2024-01-25 21:00,2024-01-25 21:00,2h 35m,0,AI,Air India Limited,4512,Good
FL-599,Udaipur,Delhi,2024-01-25 22:00,2024-01-25 22:00,5h 16m,0,AI,Air India Limited,3854,Excellent
FL-600,Vijayawada,Hyderabad,2024-01-25 23:00,2024-01-25 23:00,5h 6m,0,AI,Air India Limited,13182,Excellent
FL-601,Varanasi,Agra,2024-01-26 00:00,2024-01-26 00:00,2h 47m,0,AI,Air India Limited,14080,Excellent
FL-602,Varanasi,Mumbai,2024-01-26 01:00,2024-01-26 01:00,2h 59m,0,AI,Air India Limited,9855,Excellent
FL-603,Varanasi,Delhi,2024-01-26 02:00,2024-01-26 02:00,2h 7m,0,AI,Air India Limited,11535,Excellent
FL-604,Vishakhapatnam,Mumbai,2024-01-26 03:00,2024-01-26 03:00,3h 43m,0,AI,Air India Limited,14634,Good
FL-605,Vishakhapatnam,Delhi,2024-01-26 04:00,2024-01-26 04:00,1h 21m,0,AI,Air India Limited,11597,Excellent
FL-606,Vishakhapatnam,Hyderabad,2024-01-26 05:00,2024-01-26 05:00,5h 40m,0,AI,Air India Limited,4579,Good
FL-607,Ahmedabad,Mumbai,2024-01-26 06:00,2024-01-26 06:00,4h 42m,0,G8,Go Air,13651,Good
FL-608,Ahmedabad,Kolkata,2024-01-26 07:00,2024-01-26 07:00,1h 20m,0,G8,Go Air,13415,Good
FL-609,Ahmedabad,Delhi,2024-01-26 08:00,2024-01-26 08:00,5h 45m,0,G8,Go Air,11659,Excellent
FL-610,Bangalore,Mumbai,2024-01-26 09:00,2024-01-26 09:00,2h 57m,0,G8,Go Air,10125,Excellent
FL-611,Bangalore,Delhi,2024-01-26 10:00,2024-01-26 10:00,4h 49m,0,G8,Go Air,13476,Good
FL-612,Bangalore,Goa,2024-01-26 11:00,2024-01-26 11:00,2h 56m,0,G8,Go Air,8159,Good
FL-613,Bangalore,Pune,2024-01-26 12:00,2024-01-26 12:00,4h 9m,0,G8,Go Air,5378,Good
FL-614,Mumbai,Ahmedabad,2024-01-26 13:00,2024-01-26 13:00,3h 52m,0,G8,Go Air,7724,Excellent
FL-615,Mumbai,Bangalore,2024-01-26 14:00,2024-01-26 14:00,2h 42m,0,G8,Go Air,6874,Excellent
FL-616,Mumbai,Kochi,2024-01-26 15:00,2024-01-26 15:00,5h 37m,0,G8,Go Air,4084,Excellent
FL-617,Mumbai,Delhi,2024-01-26 16:00,2024-01-26 16:00,1h 31m,0,G8,Go Air,11815,Excellent
FL-618,Mumbai,Goa,2024-01-26 17:00,2024-01-26 17:00,1h 59m,0,G8,Go Air,8246,Excellent
FL-619,Mumbai,Chandigarh,2024-01-26 18:00,2024-01-26 18:00,3h 58m,0,G8,Go Air,14617,Excellent
FL-620,Mumbai,Jaipur,2024-01-26 19:00,2024-01-26 19:00,5h 54m,0,G8,Go Air,6651,Good
FL-621,Mumbai,Lucknow,2024-01-26 20:00,2024-01-26 20:00,5h 2m,0,G8,Go Air,14827,Excellent
FL-622,Mumbai,Madras,2024-01-26 21:00,2024-01-26 21:00,1h 46m,0,G8,Go Air,9895,Good
FL-623,Mumbai,Nagpur,2024-01-26 22:00,2024-01-26 22:00,4h 17m,0,G8,Go Air,6509,Good
FL-624,Mumbai,Patina,2024-01-26 23:00,2024-01-26 23:00,1h 46m,0,G8,Go Air,10997,Good
FL-625,Mumbai,Srinagar,2024-01-27 00:00,2024-01-27 00:00,5h 49m,0,G8,Go Air,9131,Excellent
FL-626,Kolkata,Ahmedabad,2024-01-27 01:00,2024-01-27 01:00,3h 30m,0,G8,Go Air,10413,Good
FL-627,Kolkata,Delhi,2024-01-27 02:00,2024-01-27 02:00,3h 46m,0,G8,Go Air,10784,Excellent
FL-628,Kolkata,Guwahati,2024-01-27 03:00,2024-01-27 03:00,5h 12m,0,G8,Go Air,7552,Good
FL-629,Kolkata,Baghdogra,2024-01-27 04:00,2024-01-27 04:00,3h 34m,0,G8,Go Air,13611,Excellent
FL-630,Kolkata,Port Blair,2024-01-27 05:00,2024-01-27 05:00,4h 22m,0,G8,Go Air,6538,Excellent
FL-631,Kolkata,Nagpur,2024-01-27 06:00,2024-01-27 06:00,3h 43m,0,G8,Go Air,11245,Excellent
FL-632,Kolkata,Patina,2024-01-27 07:00,2024-01-27 07:00,1h 23m,0,G8,Go Air,3124,Good
FL-633,Kochi,Mumbai,2024-01-27 08:00,2024-01-27 08:00,1h 21m,0,G8,Go Air,13439,Good
FL-634,Delhi,Ahmedabad,2024-01-27 09:00,2024-01-27 09:00,4h 21m,0,G8,Go Air,7261,Excellent
FL-635,Delhi,Bangalore,2024-01-27 10:00,2024-01-27 10:00,2h 41m,0,G8,Go Air,10664,Excellent
FL-636,Delhi,Mumbai,2024-01-27 11:00,2024-01-27 11:00,1h 46m,0,G8,Go Air,9457,Excellent
FL-637,Delhi,Kolkata,2024-01-27 12:00,2024-01-27 12:00,4h 50m,0,G8,Go Air,3588,Good
FL-638,Delhi,Guwahati,2024-01-27 13:00,2024-01-27 13:00,3h 21m,0,G8,Go Air,5827,Excellent
FL-639,Delhi,Goa,2024-01-27 14:00,2024-01-27 14:00,4h 45m,0,G8,Go Air,14736,Good
FL-640,Delhi,Baghdogra,2024-01-27 15:00,2024-01-27 15:00,3h 20m,0,G8,Go Air,14080,Good
FL-641,Delhi,Jammu,2024-01-27 16:00,2024-01-27 16:00,2h 10m,0,G8,Go Air,5570,Good
FL-642,Delhi,Leh,2024-01-27 17:00,2024-01-27 17:00,1h 59m,0,G8,Go Air,11667,Good
FL-643,Delhi,Ranchi,2024-01-27 18:00,2024-01-27 18:00,5h 31m,0,G8,Go Air,10822,Good
FL-644,Delhi,Lucknow,2024-01-27 19:00,2024-01-27 19:00,2h 8m,0,G8,Go Air,10678,Excellent
FL-645,Delhi,Nagpur,2024-01-27 20:00,2024-01-27 20:00,1h 22m,0,G8,Go Air,12241,Excellent
FL-646,Delhi,Patina,2024-01-27 21:00,2024-01-27 21:00,5h 38m,0,G8,Go Air,8027,Excellent
FL-647,Delhi,Pune,2024-01-27 22:00,2024-01-27 22:00,5h 58m,0,G8,Go Air,10256,Excellent
FL-648,Delhi,Srinagar,2024-01-27 23:00,2024-01-27 23:00,3h 50m,0,G8,Go Air,12581,Good
